FSR0,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,LEAN
582,568,200,162,20,9,6,5,0
583,568,203,163,22,10,5,5,0
583,569,205,165,22,11,5,4,0
575,570,206,166,23,12,5,5,0
585,569,209,164,23,13,6,6,0
583,569,207,164,22,11,6,5,0
586,570,202,164,23,11,5,5,0
589,570,208,163,23,9,5,5,0
592,572,211,164,23,8,6,5,0
575,572,215,165,24,11,6,5,0
571,572,216,165,25,13,5,5,0
571,573,219,168,26,13,6,5,0
573,573,221,169,26,13,4,4,0
576,572,212,166,26,13,5,6,0
575,571,211,166,23,11,5,6,0
580,571,214,166,24,13,5,5,0
583,572,215,168,26,13,5,5,0
583,573,213,167,23,11,5,5,0
585,573,213,166,25,10,5,5,0
586,573,213,167,25,11,5,5,0
589,574,216,168,23,10,6,5,0
574,575,211,163,26,13,4,4,0
511,578,188,166,36,19,6,1,0
537,575,219,168,31,14,5,5,0
543,576,226,169,32,13,5,0,0
548,576,227,170,30,14,5,5,0
550,576,231,171,30,14,6,5,0
551,576,233,172,31,14,6,5,0
551,575,234,171,32,15,5,5,0
547,583,228,175,29,10,3,5,0
549,581,230,177,32,14,5,5,0
535,579,239,175,31,16,4,0,0
550,579,245,174,31,11,4,0,0
575,575,230,156,33,15,8,0,0
566,577,231,150,38,15,7,0,0
528,569,224,151,15,9,10,6,0
532,568,220,152,9,6,35,4,0
545,563,219,129,20,7,28,0,0
556,574,218,153,23,6,11,5,0
539,576,229,158,23,8,12,0,0
558,580,227,156,33,26,7,0,0
577,580,232,158,34,28,4,1,0
590,590,237,159,33,24,4,1,0
595,596,231,157,30,25,3,6,0
582,590,239,160,33,18,4,0,0
576,590,247,164,36,19,3,0,0
582,590,246,167,34,19,3,5,0
571,588,246,167,34,21,3,4,0
594,590,247,161,34,12,4,5,0
587,589,247,165,33,15,3,5,0
593,588,247,167,35,18,4,5,0
572,589,247,162,38,20,4,0,0
562,588,249,167,36,23,4,0,0
568,591,240,172,22,9,4,5,0
577,592,243,170,28,12,2,5,0
568,590,245,175,31,19,3,5,0
579,592,247,175,31,18,3,6,0
573,584,243,172,18,11,3,6,0
577,570,243,169,28,12,5,7,0
566,571,239,176,26,10,6,7,0
571,571,244,172,25,14,7,6,0
550,546,236,140,27,15,0,0,0
543,551,219,127,16,9,10,7,0
550,602,130,56,3,0,12,6,0
448,590,171,85,8,0,7,1,0
488,492,167,124,9,5,7,0,0
502,508,189,133,0,0,7,5,0
510,517,205,144,0,0,9,5,0
513,521,209,146,0,0,9,5,0
515,525,211,152,0,0,10,6,0
518,528,214,152,0,0,8,5,0
521,529,216,155,0,0,7,6,0
0,531,190,252,10,44,0,0,0
550,562,149,92,10,0,8,1,0
598,538,103,79,6,11,7,7,0
506,544,152,129,6,0,3,5,0
0,529,168,264,11,57,0,0,0
489,542,177,140,9,0,5,3,0
496,545,181,142,9,3,3,1,0
504,547,186,141,10,3,6,2,0
509,549,193,144,9,0,5,1,0
530,547,193,116,10,2,11,0,0
519,550,190,131,9,1,6,0,0
523,551,200,136,10,0,5,0,0
528,552,204,139,10,0,6,0,0
531,553,206,142,10,0,6,0,0
534,555,208,144,9,1,7,0,0
535,555,210,146,9,0,8,0,0
537,555,211,147,9,1,8,0,0
537,556,212,148,10,1,8,0,0
539,557,213,148,10,2,7,0,0
540,557,215,150,10,2,8,0,0
540,557,215,150,10,2,7,0,0
542,559,217,151,9,2,8,0,0
542,558,218,152,9,0,7,0,0
543,559,218,153,10,0,7,0,0
544,559,218,153,9,0,8,0,0
544,559,219,153,10,0,7,0,0
540,569,216,157,10,0,0,0,0
540,566,222,158,9,0,3,3,0
543,566,226,159,9,0,4,3,0
544,567,228,161,9,0,3,4,0
544,567,230,163,9,0,5,5,0
545,567,231,163,9,0,3,2,0
545,567,233,164,9,0,5,5,0
546,568,234,165,9,0,5,5,0
548,568,235,164,10,0,5,3,0
547,567,235,165,10,0,4,5,0
548,569,235,166,10,0,4,5,0
548,568,236,166,9,0,4,5,0
549,570,237,167,9,0,4,5,0
549,569,236,168,9,0,4,5,0
550,569,238,168,10,0,5,4,0
550,570,237,168,10,0,5,4,0
550,569,237,167,10,0,5,5,0
550,570,237,169,10,0,4,4,0
550,573,236,171,9,1,5,0,0
551,572,233,170,9,2,4,0,0
551,572,233,167,10,3,5,0,0
551,571,233,166,9,9,6,0,0
552,572,234,167,10,7,5,0,0
552,572,235,167,10,3,6,0,0
552,571,234,167,10,5,6,0,0
553,572,234,167,9,5,6,0,0
553,573,235,168,10,5,6,0,0
553,572,235,169,10,5,7,0,0
554,573,235,168,10,9,7,0,0
554,573,235,169,9,8,4,0,0
547,572,235,166,10,10,6,0,0
553,569,218,155,9,0,8,0,0
562,570,224,153,9,2,6,0,0
558,571,226,155,9,0,7,0,0
545,572,225,157,10,2,7,0,0
527,572,228,158,10,4,7,0,0
532,572,229,159,9,8,7,0,0
533,573,230,160,10,8,7,0,0
536,572,231,160,10,4,6,0,0
538,572,232,162,9,4,5,0,0
539,572,231,162,9,9,6,0,0
537,572,225,162,9,8,7,0,0
584,556,192,132,9,19,9,0,0
544,561,180,127,10,2,9,0,0
516,567,185,137,9,3,7,0,0
532,568,190,140,10,4,7,0,0
535,567,192,141,9,4,7,0,0
537,568,194,142,9,4,8,0,0
538,568,196,145,9,4,8,0,0
540,568,198,145,9,6,10,0,0
541,569,198,145,10,4,8,0,0
542,569,197,145,10,6,7,0,0
543,569,200,147,9,6,10,0,0
541,570,201,148,9,5,8,0,0
542,570,200,146,9,5,6,0,0
550,569,200,144,9,6,8,0,0
552,570,192,136,9,9,8,0,0
552,571,200,139,9,8,8,0,0
552,572,203,142,9,8,8,0,0
554,572,205,143,10,8,9,0,0
554,575,203,145,9,3,9,0,0
553,573,205,146,9,4,10,0,0
554,574,206,146,9,5,10,0,0
555,573,206,147,10,5,9,0,0
554,574,208,148,10,5,10,0,0
555,574,209,148,10,5,11,0,0
555,574,209,147,9,6,10,0,0
556,574,210,148,9,5,10,0,0
556,574,211,149,9,6,9,0,0
556,574,211,149,10,5,10,0,0
556,575,212,149,9,5,10,0,0
556,574,212,149,9,5,11,1,0
557,574,213,150,10,6,10,0,0
557,575,213,150,9,5,11,0,0
557,575,213,151,10,5,11,0,0
558,575,213,151,9,5,10,0,0
557,575,214,152,10,6,11,0,0
558,575,214,152,9,6,10,0,0
558,575,214,152,9,6,11,0,0
558,575,215,153,9,6,11,0,0
559,576,215,153,9,6,10,0,0
558,575,214,153,9,5,10,0,0
560,576,216,153,10,11,11,0,0
559,576,216,152,9,10,9,0,0
560,576,215,153,9,10,11,0,0
560,577,216,153,10,11,10,0,0
560,576,216,152,9,10,11,0,0
560,576,216,154,9,11,11,0,0
561,576,216,153,9,11,10,0,0
561,576,216,153,10,10,10,0,0
560,576,217,154,10,11,10,0,0
560,576,217,155,10,10,10,0,0
560,576,217,154,10,11,10,0,0
561,576,218,154,9,10,10,0,0
562,577,217,154,9,10,11,0,0
561,576,219,153,10,10,10,0,0
562,576,219,154,10,11,10,0,0
562,577,220,154,10,11,11,0,0
562,577,220,154,9,6,11,0,0
563,577,220,155,10,11,10,0,0
561,577,221,155,9,10,10,0,0
562,576,220,155,10,10,10,0,0
563,577,220,155,9,10,9,0,0
563,577,221,155,9,11,10,0,0
563,577,221,155,9,11,11,0,0
562,577,222,156,10,11,10,0,0
562,577,222,156,9,11,10,0,0
563,577,222,155,9,10,10,0,0
563,577,222,156,9,11,10,0,0
563,577,222,156,10,11,11,0,0
564,578,222,156,10,10,10,0,0
563,577,222,156,9,11,10,0,0
564,578,220,157,9,4,11,0,0
565,576,222,157,10,11,9,0,0
605,558,165,116,7,18,12,1,0
539,575,173,124,9,15,2,0,0
541,571,183,129,9,7,10,0,0
545,575,187,134,9,12,10,0,0
551,576,189,136,9,0,10,2,0
549,576,184,133,9,13,9,0,0
550,574,191,137,9,0,10,0,0
550,576,192,139,10,0,10,0,0
550,577,192,138,9,13,10,0,0
554,577,194,138,9,13,9,0,0
556,577,193,139,10,16,8,0,0
576,573,207,107,7,2,16,0,0
582,564,207,99,10,19,6,0,0
568,567,198,104,9,1,17,0,0
573,573,215,128,9,23,9,0,0
571,576,220,133,9,22,2,0,0
571,577,227,139,10,19,4,0,0
577,576,216,137,10,26,8,0,0
567,582,208,135,7,3,9,0,0
642,524,188,220,7,1,0,0,2
587,615,148,101,9,0,0,5,2
555,622,138,69,73,0,0,9,2
544,610,141,68,85,2,0,10,2
565,668,177,80,116,0,0,6,2
579,668,181,82,115,0,0,9,2
577,672,178,89,99,0,0,9,2
580,674,179,89,99,0,0,9,2
584,674,184,91,103,0,0,10,2
586,677,185,91,103,0,0,10,2
586,676,176,90,103,0,0,9,2
155,697,0,43,0,0,0,45,2
0,634,172,109,0,0,0,7,2
495,660,144,112,3,4,0,0,2
513,674,144,122,7,5,0,0,2
513,679,141,132,0,5,0,0,2
513,681,154,137,0,1,0,0,2
517,681,153,137,0,4,0,0,2
0,671,131,111,0,0,0,6,2
587,655,83,69,0,0,0,14,2
559,673,112,83,0,1,0,11,2
564,677,121,86,0,2,0,13,2
522,681,128,90,0,3,0,11,2
532,683,140,92,0,3,0,11,2
535,684,131,96,0,3,0,11,2
0,686,129,97,0,3,0,10,2
519,686,134,97,0,3,0,11,2
529,686,136,97,0,4,0,10,2
531,687,132,99,0,4,0,9,2
536,687,131,99,0,3,0,8,2
496,707,91,109,0,6,0,0,2
309,635,136,214,3,31,0,0,2
392,577,231,236,0,9,0,0,2
441,611,231,227,1,7,0,0,2
0,602,0,126,0,0,0,0,2
369,625,99,185,0,0,0,0,2
486,670,107,68,0,0,0,7,2
376,655,86,97,0,0,0,0,2
414,681,120,119,0,0,0,0,2
0,663,0,204,0,0,0,0,2
0,696,70,210,0,0,0,0,2
0,709,50,214,0,0,0,0,2
0,711,94,214,0,1,0,0,2
0,714,93,221,0,4,0,0,2
0,717,88,225,0,5,0,0,2
0,720,100,232,0,4,0,0,2
121,720,96,234,0,3,0,0,2
31,720,94,233,0,2,0,0,2
62,719,90,218,0,3,0,0,2
78,719,92,219,0,4,0,0,2
77,720,96,221,0,4,0,0,2
76,694,100,154,0,5,0,6,2
59,697,98,134,0,4,0,6,2
90,697,112,147,0,5,0,7,2
99,700,106,153,0,5,0,6,2
113,706,107,148,0,6,0,6,2
112,709,100,152,0,6,0,5,2
115,710,104,160,0,6,0,6,2
57,715,65,160,5,0,0,6,2
26,724,50,185,12,0,0,7,2
42,727,62,202,10,0,0,6,2
70,729,76,204,0,0,0,1,2
82,730,88,204,0,0,0,2,2
57,728,91,199,0,0,0,0,2
35,729,104,202,7,6,0,0,2
36,730,102,205,18,6,0,0,2
43,731,113,213,22,6,0,0,2
28,732,106,216,7,6,0,0,2
54,732,89,217,12,6,0,0,2
40,734,76,194,13,6,0,0,2
1,736,104,203,0,6,0,0,2
51,736,93,214,0,6,0,0,2
59,736,94,218,0,7,0,0,2
60,737,103,222,0,7,0,0,2
84,733,108,218,0,6,0,0,2
86,736,91,221,6,5,0,0,2
73,737,87,224,14,6,0,0,2
72,736,58,215,6,1,0,0,2
74,717,73,161,0,0,0,8,2
0,713,90,174,0,0,0,7,2
125,718,93,190,0,5,0,2,2
137,718,100,193,0,6,0,0,2
141,718,103,197,0,6,0,0,2
69,722,61,199,4,0,0,5,2
30,732,21,203,0,0,0,0,2
17,735,16,217,0,0,0,0,2
33,736,19,216,0,0,0,0,2
13,719,35,195,0,0,0,3,2
0,705,65,259,0,13,0,0,2
1,701,70,143,0,3,0,4,2
19,710,72,148,0,2,0,0,2
0,714,80,160,0,0,1,0,2
29,719,68,169,0,0,0,0,2
39,717,66,162,0,0,0,0,2
24,726,32,112,0,0,0,8,2
19,729,33,122,0,0,0,8,2
31,730,55,158,0,6,0,0,2
24,727,31,110,0,0,0,7,2
19,731,35,124,0,1,0,6,2
28,732,49,134,0,4,0,3,2
33,733,49,141,0,5,0,0,2
42,733,53,144,0,5,0,0,2
1,737,48,144,0,4,0,0,2
38,734,50,149,0,6,0,0,2
42,731,48,149,0,4,0,0,2
45,732,49,152,0,6,0,0,2
42,730,54,148,0,5,0,0,2
48,731,58,152,0,5,0,0,2
48,732,60,155,0,4,0,0,2
45,731,65,157,0,4,0,0,2
58,732,65,156,0,4,0,0,2
60,732,69,158,0,4,0,0,2
0,733,72,160,0,4,0,0,2
0,733,65,158,0,0,0,0,2
0,733,67,162,0,0,0,0,2
0,732,72,164,0,1,0,1,2
0,732,74,166,0,1,0,0,2
0,732,63,167,0,3,0,0,2
0,734,70,168,0,0,0,0,2
85,735,68,168,0,3,0,0,2
0,737,78,169,0,2,0,0,2
0,734,79,169,0,3,0,0,2
1,735,72,170,0,2,0,0,2
91,738,83,172,0,3,0,0,2
82,738,81,172,0,3,0,0,2
85,737,89,174,0,3,0,0,2
0,734,76,173,0,4,0,0,2
0,737,80,170,0,3,0,0,2
0,738,85,172,0,4,0,0,2
111,739,70,172,0,3,0,0,2
114,740,72,173,0,4,0,0,2
124,740,77,174,0,3,1,1,2
123,740,78,175,0,3,0,0,2
123,740,84,176,0,3,0,0,2
117,741,82,175,0,5,0,0,2
126,741,85,177,0,5,0,0,2
129,741,88,177,0,5,0,0,2
122,741,82,177,0,5,0,0,2
133,742,82,177,0,6,0,0,2
124,741,87,178,0,5,0,0,2
126,743,89,178,0,5,0,0,2
145,744,86,177,0,5,0,0,2
109,741,83,179,0,4,0,0,2
89,740,64,178,0,2,0,0,2
109,743,69,180,0,2,0,0,2
134,742,84,179,0,2,0,0,2
137,743,81,178,0,3,0,0,2
139,742,91,179,0,6,0,0,2
99,742,83,179,0,4,0,0,2
106,742,77,180,0,5,0,0,2
116,743,82,181,0,5,0,0,2
99,743,86,181,0,4,0,0,2
0,745,85,174,0,5,0,0,2
119,742,90,180,0,4,0,0,2
42,699,78,178,0,8,0,0,2
42,702,80,163,0,0,0,6,2
90,688,113,179,0,6,0,0,2
111,688,107,185,0,8,0,0,2
103,698,117,190,0,8,0,0,2
111,696,106,193,0,8,0,0,2
127,699,120,196,0,9,0,0,2
137,698,118,197,0,8,0,0,2
130,697,116,199,0,9,0,0,2
132,699,118,202,0,9,0,0,2
138,698,113,204,0,9,0,0,2
140,699,113,204,0,9,0,0,2
132,698,113,205,0,9,0,0,2
128,697,113,204,0,9,0,0,2
131,697,115,205,0,7,0,0,2
124,697,118,206,0,8,0,0,2
122,698,121,206,0,9,0,0,2
122,696,98,206,0,9,0,0,2
130,696,110,208,0,9,0,0,2
141,698,120,210,0,9,0,0,2
144,698,114,210,0,9,0,0,2
143,697,116,211,0,9,0,0,2
130,698,120,211,0,9,0,0,2
146,699,123,211,0,8,0,0,2
148,699,125,211,0,9,0,0,2
150,701,118,212,0,9,0,0,2
52,696,112,197,0,3,0,7,2
116,702,115,191,0,4,0,0,2
72,694,106,215,0,9,0,0,2
88,692,118,220,0,9,0,0,2
94,690,118,221,0,8,0,1,2
99,693,119,222,0,9,0,0,2
96,695,113,221,0,9,0,0,2
95,692,65,180,0,6,0,6,2
127,695,126,177,0,6,0,0,2
143,696,119,184,0,5,0,8,2
83,679,105,202,0,9,0,0,2
124,692,121,193,0,6,0,6,2
206,701,138,195,0,7,0,6,2
219,697,148,200,0,5,0,0,2
218,699,158,198,0,6,0,0,2
211,700,143,198,0,6,0,5,2
208,699,139,194,0,6,0,0,2
241,700,145,190,0,5,0,2,2
247,702,152,198,0,5,0,6,2
246,702,151,200,0,5,0,0,2
252,701,141,204,0,5,0,0,2
106,678,158,239,0,0,0,0,2
159,677,131,208,0,5,0,0,2
240,686,179,214,0,9,0,23,2
250,690,177,224,0,9,0,0,2
246,691,168,227,0,9,0,14,2
266,693,160,222,0,36,0,0,2
167,689,164,233,0,44,0,0,2
256,698,149,156,0,4,0,43,2
268,707,153,180,0,9,0,15,2
269,706,160,190,0,11,1,0,2
281,707,162,194,0,12,0,0,2
267,706,164,201,0,13,0,0,2
251,707,169,204,0,16,0,0,2
270,707,171,206,0,16,0,0,2
273,708,168,207,0,17,0,0,2
262,708,172,208,0,15,0,0,2
257,707,165,205,0,10,0,0,2
272,708,168,208,0,9,0,0,2
248,709,176,209,0,10,0,0,2
258,709,174,210,0,9,0,0,2
265,711,166,207,0,10,0,0,2
277,711,168,209,0,10,0,0,2
226,708,166,202,0,21,0,0,2
249,710,173,206,0,19,0,0,2
240,716,163,209,0,5,0,45,2
269,712,170,208,0,17,0,0,2
318,714,153,197,0,10,0,51,2
256,718,141,180,0,9,0,46,2
284,717,162,175,0,1,0,56,2
237,714,160,182,0,9,0,9,2
290,713,171,189,0,9,0,0,2
281,713,172,191,0,9,0,0,2
290,714,174,192,0,10,0,0,2
308,712,174,197,0,10,0,0,2
310,710,174,198,0,10,0,0,2
320,714,181,200,0,10,0,0,2
321,712,180,201,0,10,0,0,2
309,714,180,200,0,10,0,0,2
324,716,185,203,0,10,0,0,2
338,716,178,203,0,10,0,0,2
345,716,179,204,0,9,0,0,2
350,716,180,204,0,10,0,0,2
340,718,185,203,0,11,0,0,2
345,718,182,205,0,10,0,0,2
350,717,179,205,0,10,0,0,2
335,718,186,205,0,11,0,0,2
344,717,182,206,0,10,0,0,2
349,718,178,206,0,9,0,0,2
337,718,180,206,0,10,0,0,2
343,718,177,207,0,10,0,0,2
347,719,175,207,0,10,0,0,2
343,718,180,206,0,10,0,0,2
349,718,183,207,0,10,0,0,2
352,718,179,208,0,10,0,0,2
352,718,170,207,0,10,0,0,2
354,719,171,208,0,10,0,0,2
353,719,173,207,0,10,0,0,2
350,719,172,208,0,11,0,0,2
352,718,169,208,0,11,0,0,2
359,719,170,209,0,11,0,0,2
359,719,174,208,0,12,0,0,2
357,719,168,209,0,12,0,0,2
363,719,171,209,0,12,0,0,2
359,719,176,208,0,13,0,0,2
363,719,169,210,0,11,0,0,2
289,722,168,199,0,0,0,54,2
256,718,176,201,0,9,0,19,2
256,717,182,205,0,9,0,0,2
312,718,178,206,0,10,0,0,2
315,718,183,207,0,10,0,0,2
294,719,183,208,0,10,0,0,2
302,718,187,206,0,10,0,0,2
309,719,185,209,0,10,0,0,2
294,719,186,209,0,11,0,0,2
272,719,183,211,0,10,0,0,2
310,719,178,210,0,13,0,0,2
322,720,177,212,0,15,0,0,2
289,719,183,210,0,11,0,0,2
314,719,186,212,0,16,0,0,2
322,719,188,211,0,12,0,0,2
231,716,160,202,0,10,0,13,2
328,713,198,185,0,0,3,0,2
312,709,192,203,0,10,0,0,2
267,711,189,203,0,10,0,16,2
287,713,191,209,0,9,0,50,2
307,714,193,209,0,10,0,68,2
313,714,195,211,0,10,0,70,2
294,714,195,212,0,10,0,58,2
323,719,197,212,0,9,0,28,2
310,721,185,205,0,3,8,0,2
246,723,172,196,0,10,0,8,2
301,716,157,158,0,9,0,31,2
323,713,157,167,0,7,0,39,2
340,716,170,173,0,9,0,0,2
318,718,179,178,0,9,0,0,2
347,718,170,182,0,9,0,0,2
345,719,180,174,0,0,0,92,2
334,717,184,183,0,8,0,75,2
357,718,186,187,0,8,0,78,2
351,718,184,188,0,8,0,71,2
355,718,185,189,0,8,0,70,2
355,719,180,190,0,9,0,58,2
367,720,184,191,0,8,0,65,2
363,719,186,192,0,9,0,62,2
371,719,189,193,0,9,0,57,2
373,720,188,194,0,8,0,59,2
379,719,192,196,0,9,0,61,2
384,721,194,195,0,9,0,61,2
379,720,188,196,0,9,0,51,2
197,723,150,198,0,7,0,0,2
48,732,63,215,0,0,0,0,2
67,733,81,219,0,0,0,0,2
65,725,75,235,0,8,0,0,2
0,715,26,225,0,9,0,0,2
1,720,90,263,0,7,0,0,2
0,718,108,260,0,4,0,1,2
21,716,120,260,0,0,0,0,2
52,698,137,229,0,0,0,12,2
83,699,162,240,0,5,0,45,2
114,706,161,246,0,2,0,40,2
112,706,169,252,0,2,0,31,2
134,708,167,255,0,2,0,31,2
140,709,167,256,0,5,0,28,2
132,711,163,258,0,1,0,25,2
138,710,167,260,0,2,0,22,2
143,711,164,261,0,2,0,25,2
148,711,165,262,0,4,0,20,2
140,711,167,263,0,4,0,19,2
148,710,168,264,0,5,0,19,2
153,711,167,266,0,6,0,19,2
157,712,162,266,0,5,0,19,2
154,711,162,266,0,5,0,17,2
156,711,163,266,0,4,0,18,2
159,712,157,267,0,5,0,17,2
140,713,160,268,0,5,0,17,2
153,712,158,269,0,4,0,18,2
156,712,155,269,0,5,0,17,2
144,713,157,270,0,4,0,16,2
160,712,164,270,0,5,0,25,2
43,702,149,271,0,6,0,12,2
0,682,181,189,23,11,0,0,2
362,681,198,219,0,1,0,0,2
504,588,179,240,0,0,0,0,2
499,514,138,283,0,0,0,0,2
588,555,214,158,0,0,0,0,1
701,607,125,84,0,0,0,0,1
1,564,134,101,0,0,0,0,1
0,447,150,80,0,0,0,0,1
570,694,59,8,0,0,0,0,1
679,611,68,42,0,0,0,0,1
657,612,75,76,0,0,0,0,1
703,671,22,6,0,0,0,0,1
699,636,43,47,0,0,0,0,1
704,642,42,47,0,0,0,0,1
707,643,45,49,0,0,0,0,1
708,646,47,51,0,0,0,0,1
710,648,50,51,0,0,0,0,1
711,648,50,51,0,0,0,0,1
713,645,47,53,0,0,0,0,1
713,648,48,52,0,0,0,0,1
713,652,44,57,0,0,0,0,1
716,650,45,53,0,0,0,0,1
0,596,143,50,0,0,0,0,1
0,544,138,107,32,89,0,0,1
0,475,139,89,5,19,0,0,1
0,502,124,89,0,0,0,0,1
0,560,186,121,0,0,0,0,1
0,537,179,98,0,0,0,0,1
0,533,174,116,0,0,0,0,1
0,544,172,113,0,0,0,0,1
0,555,181,115,0,0,0,0,1
0,558,183,114,0,0,0,0,1
0,561,179,117,0,0,0,0,1
0,562,178,112,0,0,0,0,1
0,564,179,116,0,0,0,0,1
0,581,156,118,0,0,0,0,1
1,569,154,103,0,0,0,0,1
0,575,150,111,0,0,0,0,1
0,637,151,129,0,0,0,0,1
0,587,222,146,0,0,0,0,1
0,591,192,107,0,0,0,0,1
0,616,172,101,0,0,0,0,1
0,601,201,126,12,0,0,0,1
0,628,103,82,0,0,0,0,1
0,645,105,64,0,0,0,0,1
0,663,101,60,0,0,0,0,1
0,661,114,78,0,0,0,0,1
0,661,113,89,0,0,0,0,1
0,684,65,71,0,0,0,0,1
137,719,1,163,0,7,0,0,1
0,662,59,173,0,6,0,0,1
102,666,89,180,0,0,0,0,1
0,683,115,177,0,0,0,0,1
0,630,134,159,0,0,0,0,1
401,707,106,207,0,0,0,0,1
0,670,110,250,0,25,0,0,1
154,701,53,235,0,44,0,0,1
495,690,76,231,0,26,0,0,1
61,700,9,257,0,53,0,0,1
587,690,34,213,0,29,0,0,1
0,659,89,189,0,0,0,0,1
591,656,91,209,0,0,0,0,1
614,653,88,208,0,0,0,0,1
622,654,95,211,0,0,0,0,1
563,648,82,213,0,0,0,0,1
642,654,99,160,0,0,0,0,1
649,698,84,112,0,0,0,0,1
666,692,131,127,0,0,0,0,1
682,631,157,108,0,0,0,0,1
682,651,166,128,2,0,1,0,1
636,716,112,131,0,0,0,0,1
665,723,132,134,0,0,0,0,1
677,711,157,149,0,0,0,0,1
665,729,132,123,0,0,0,0,1
652,733,102,68,0,0,0,0,1
646,734,127,115,0,0,0,0,1
646,586,174,45,6,0,0,0,1
584,727,155,108,0,0,0,0,1
617,734,144,121,0,0,0,0,1
635,734,157,129,0,0,0,0,1
646,726,160,130,0,0,0,0,1
607,752,84,95,0,0,0,0,1
622,749,94,94,0,0,0,0,1
667,744,29,34,0,0,0,0,1
671,748,29,45,0,0,0,0,1
664,742,26,30,0,0,0,0,1
664,746,31,53,0,0,0,0,1
670,746,43,40,0,0,0,0,1
665,747,44,43,0,0,0,0,1
670,747,48,44,0,0,0,0,1
667,749,44,55,0,0,0,0,1
673,749,50,61,0,0,0,0,1
671,750,50,71,0,0,0,0,1
669,750,52,73,0,0,0,0,1
666,752,51,76,0,0,0,0,1
665,752,55,78,0,0,0,0,1
666,752,52,79,0,0,0,0,1
657,753,49,80,0,0,0,0,1
656,753,54,82,0,0,0,0,1
652,752,50,79,0,0,0,0,1
640,750,48,74,0,0,0,0,1
650,748,41,53,0,0,0,0,1
645,749,36,46,0,0,0,0,1
579,746,28,51,0,0,0,0,1
556,729,5,51,0,0,0,0,1
603,740,18,73,0,0,0,0,1
631,748,31,83,0,0,0,0,1
615,744,24,79,0,0,0,0,1
625,717,25,70,0,0,0,0,1
587,673,4,48,0,0,0,0,1
511,579,0,15,0,0,0,0,1
519,562,1,22,0,0,0,0,1
479,565,3,24,0,0,0,0,1
464,572,0,22,0,0,0,0,1
577,637,3,34,0,0,0,0,1
605,665,10,39,0,0,0,0,1
556,669,1,39,0,0,0,0,1
544,675,7,47,0,0,0,0,1
510,681,8,48,0,0,0,0,1
609,685,18,43,0,0,0,0,1
593,694,13,53,0,0,0,0,1
580,692,19,67,0,0,0,0,1
534,684,24,66,0,0,0,0,1
533,670,24,53,0,0,0,0,1
644,687,45,62,0,0,0,0,1
655,691,47,61,0,0,0,0,1
606,679,32,35,0,0,0,0,1
564,691,12,46,0,0,0,0,1
611,700,29,73,0,0,0,0,1
613,703,42,72,0,0,0,0,1
610,703,37,72,0,0,0,0,1
625,703,34,69,0,0,0,0,1
623,694,27,59,0,0,0,0,1
636,702,36,74,0,0,0,0,1
640,705,45,68,0,0,0,0,1
640,708,44,78,0,0,0,0,1
635,710,40,75,0,0,0,0,1
612,739,32,90,0,0,0,0,1
606,737,43,82,0,0,0,0,1
626,738,51,98,0,0,0,0,1
634,738,51,87,0,0,0,1,1
638,737,47,85,0,0,0,0,1
635,741,47,81,0,0,0,0,1
633,736,30,84,0,0,0,0,1
639,738,44,94,0,0,0,0,1
635,740,55,85,0,0,0,0,1
634,726,61,66,0,0,0,0,1
647,724,59,61,0,0,0,0,1
651,722,69,65,0,0,0,0,1
655,720,74,62,0,0,0,0,1
658,721,68,66,0,0,0,0,1
657,720,70,67,0,0,0,0,1
655,715,64,58,0,0,0,0,1
650,716,80,69,0,0,0,0,1
654,717,83,57,0,0,0,0,1
652,726,87,72,0,0,0,0,1
655,728,86,74,0,0,0,0,1
648,729,84,74,0,0,0,0,1
654,731,85,74,0,0,0,0,1
655,731,97,78,0,0,0,0,1
658,731,95,81,0,0,0,0,1
662,731,82,80,0,0,0,0,1
660,732,100,80,0,0,0,0,1
664,729,100,82,0,0,0,0,1
664,730,105,87,0,0,0,0,1
665,728,98,80,0,0,0,0,1
666,732,80,81,0,0,0,0,1
660,733,91,84,0,0,0,0,1
659,734,85,84,0,0,0,0,1
664,730,94,79,0,0,0,0,1
666,732,103,86,0,0,0,0,1
666,733,103,87,0,0,0,0,1
665,733,96,91,0,0,0,0,1
662,735,92,93,0,0,0,0,1
663,735,98,95,0,0,0,0,1
663,736,98,92,0,0,0,0,1
661,735,104,98,0,0,0,0,1
661,736,97,100,0,0,0,0,1
660,736,103,98,0,0,0,0,1
652,737,97,104,0,0,0,0,1
592,732,89,82,0,0,0,0,1
639,739,101,89,0,0,0,0,1
647,738,95,75,0,0,0,0,1
636,740,91,87,0,0,0,0,1
637,742,99,91,0,0,0,0,1
632,744,55,52,0,0,0,0,1
650,710,52,14,0,0,0,0,1
665,720,53,45,0,0,0,0,1
675,728,47,58,0,0,0,0,1
666,736,50,60,0,0,0,0,1
675,736,50,62,0,0,0,0,1
680,726,84,52,0,0,0,0,1
686,709,41,45,0,0,0,0,1
706,726,95,65,0,0,0,0,1
703,706,130,69,0,0,0,0,1
668,684,92,71,0,0,0,0,1
684,689,104,81,0,0,0,0,1
678,683,116,91,0,0,0,0,1
688,688,121,103,0,0,0,0,1
674,678,83,70,0,0,0,0,1
681,678,103,81,0,0,0,0,1
680,679,99,77,0,0,0,0,1
682,682,106,83,0,0,0,0,1
