FSR0,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,LEAN
481,512,267,158,3,11,0,0,0
489,517,268,154,3,11,0,0,0
497,526,270,146,4,12,0,0,0
501,529,273,153,4,11,0,0,0
506,531,263,159,2,12,1,0,0
509,532,266,163,4,11,0,0,0
508,526,272,151,2,12,0,0,0
0,537,254,132,0,6,0,14,0
470,548,236,147,0,7,0,6,0
482,550,244,161,0,6,0,2,0
494,549,260,168,0,5,0,3,0
499,551,261,171,0,6,0,3,0
504,552,268,173,0,6,0,2,0
508,555,269,174,0,5,0,2,0
509,556,273,177,0,5,0,3,0
510,554,277,177,0,7,0,0,0
516,554,278,164,0,11,1,0,0
519,555,285,167,0,8,0,3,0
520,557,286,169,0,8,0,3,0
521,558,288,171,0,8,0,4,0
523,557,292,175,0,9,0,6,0
520,558,281,174,0,7,0,5,0
516,552,287,173,0,8,0,5,0
512,552,293,174,0,8,0,6,0
510,552,294,175,0,10,1,6,0
514,552,295,165,0,10,0,5,0
516,554,295,173,0,10,0,5,0
519,555,295,176,0,10,0,3,0
520,553,293,173,0,11,0,3,0
524,556,296,173,0,11,0,3,0
511,554,297,166,0,11,0,5,0
511,554,288,173,0,10,0,3,0
514,552,293,177,0,11,0,0,0
519,554,296,180,0,11,0,2,0
518,553,298,176,0,10,0,6,0
510,538,286,171,0,11,0,2,0
497,509,271,144,4,11,0,0,0
489,499,241,138,3,11,0,0,0
502,504,268,158,0,11,0,0,0
497,511,257,160,0,10,0,0,0
511,515,272,172,0,10,0,0,0
514,520,276,174,0,10,0,0,0
516,526,277,174,0,10,0,5,0
517,526,280,175,0,10,0,4,0
504,525,276,161,0,10,0,1,0
519,525,278,172,0,10,0,0,0
523,532,281,175,0,9,0,0,0
526,534,282,178,0,9,0,0,0
527,536,286,180,0,9,0,0,0
528,538,290,182,0,10,0,0,0
530,539,291,182,0,10,0,0,0
531,541,281,183,0,10,0,0,0
532,543,288,185,0,9,0,0,0
532,543,289,186,0,9,0,0,0
531,545,289,187,0,9,0,0,0
529,545,291,186,0,8,0,4,0
529,545,293,188,0,9,0,3,0
531,545,293,189,0,9,0,4,0
532,546,294,190,0,9,0,1,0
535,546,296,189,0,9,0,1,0
536,547,297,191,0,8,0,0,0
538,547,296,192,0,8,0,0,0
538,547,299,191,0,9,0,1,0
539,547,300,192,0,10,1,1,0
541,549,299,193,0,8,0,0,0
539,549,300,189,0,9,0,0,0
537,543,300,191,0,10,0,3,0
538,545,302,192,0,10,0,1,0
539,547,301,193,0,8,0,4,0
541,549,298,194,0,8,0,3,0
539,548,299,195,0,8,0,3,0
541,550,299,196,0,8,0,4,0
540,551,300,196,0,9,0,3,0
542,552,302,196,0,10,0,2,0
541,551,301,198,0,10,0,2,0
542,552,302,197,0,9,0,3,0
541,553,302,197,0,9,0,4,0
542,552,301,198,0,9,0,4,0
544,555,296,197,0,9,0,2,0
543,554,301,199,0,9,0,3,0
512,533,205,137,0,10,0,6,0
512,516,217,130,0,8,0,1,0
528,527,248,155,0,8,1,1,0
535,528,260,164,0,8,0,1,0
538,530,265,168,0,7,0,1,0
541,532,267,170,0,6,0,1,0
542,536,264,163,0,6,0,1,0
544,536,268,167,0,6,0,0,0
546,536,274,171,0,7,0,0,0
546,538,275,174,0,7,0,0,0
548,539,277,176,0,6,0,2,0
548,540,278,176,0,7,0,0,0
544,539,280,179,0,6,0,1,0
546,539,279,180,0,7,0,4,0
542,541,283,172,0,9,0,0,0
545,537,280,170,0,9,0,0,0
542,540,283,173,0,10,0,0,0
547,540,286,178,0,9,0,0,0
542,537,277,179,0,11,1,0,0
550,531,287,181,0,10,0,0,0
550,531,291,183,0,10,0,0,0
550,531,290,184,0,9,0,0,0
552,533,287,186,0,8,0,0,0
552,535,289,188,0,9,0,0,0
553,536,292,188,0,9,0,0,0
553,538,292,192,0,9,0,0,0
553,539,291,190,0,9,0,0,0
554,540,293,191,0,9,0,0,0
555,540,292,192,0,9,0,0,0
556,541,293,192,0,9,0,0,0
553,542,294,193,0,9,0,0,0
552,541,293,192,0,10,0,0,0
555,542,294,194,0,9,0,0,0
554,541,294,194,0,10,0,1,0
556,542,296,194,0,9,0,0,0
556,543,296,194,0,8,0,0,0
556,543,297,195,0,9,0,0,0
557,543,297,195,0,8,0,0,0
557,543,296,195,0,9,0,0,0
557,543,298,196,0,9,0,0,0
557,543,299,197,0,9,0,0,0
559,544,297,196,0,9,0,0,0
560,545,298,197,0,9,0,0,0
560,544,298,197,0,10,0,0,0
560,544,289,196,0,9,0,0,0
561,543,294,196,0,9,0,0,0
560,540,292,194,0,9,0,0,0
558,543,294,197,0,9,0,0,0
548,559,262,178,0,6,0,0,0
558,564,264,169,0,0,0,0,0
562,563,281,166,0,0,0,0,0
565,566,286,172,0,0,0,0,0
565,547,281,179,0,10,0,0,0
564,554,299,193,0,11,0,0,0
569,551,306,196,0,10,0,0,0
571,551,308,199,0,11,0,0,0
566,552,312,206,0,10,0,1,0
558,550,284,186,0,0,0,0,0
562,536,273,203,0,0,0,0,0
551,546,281,189,0,9,0,0,0
543,554,289,186,0,11,0,0,0
555,543,271,176,0,9,0,0,0
557,537,278,186,0,9,0,2,0
558,544,254,188,0,9,0,2,0
562,544,278,190,0,9,0,0,0
555,542,270,192,0,9,0,0,0
559,540,281,187,0,9,0,0,0
561,544,277,190,0,9,0,0,0
562,540,284,193,0,9,0,0,0
562,540,286,195,0,9,0,1,0
560,543,281,192,0,9,0,0,0
561,542,281,191,0,9,0,0,0
560,540,283,194,0,10,0,0,0
556,540,287,195,0,11,0,1,0
561,536,274,187,0,11,1,0,0
564,541,261,186,0,9,0,0,0
566,543,273,191,0,10,0,0,0
566,545,281,195,0,10,0,0,0
567,545,284,196,0,10,1,2,0
567,546,286,200,0,11,2,0,0
567,546,289,200,0,10,0,0,0
565,541,285,188,0,11,0,0,0
553,533,265,173,0,11,0,0,0
555,525,276,175,0,12,0,0,0
548,530,277,182,0,11,0,0,0
553,531,268,175,0,11,0,0,0
558,533,267,172,0,10,1,0,0
551,534,274,178,0,10,0,0,0
552,535,279,182,0,11,0,0,0
555,536,282,182,0,10,0,0,0
556,537,283,185,0,11,0,0,0
557,537,285,186,0,11,0,0,0
560,539,287,189,0,10,0,0,0
561,536,280,188,0,11,0,2,0
558,555,299,183,0,12,0,1,0
552,555,303,183,0,11,0,0,0
554,550,316,194,0,11,1,0,0
535,494,262,157,0,11,1,0,0
553,540,249,148,0,11,0,0,0
496,536,283,165,0,4,0,1,0
529,546,278,178,0,0,0,2,0
543,551,275,177,0,0,0,1,0
543,551,279,181,0,1,0,1,0
541,552,290,184,0,2,0,3,0
542,554,290,184,0,3,0,2,0
546,556,293,184,0,3,0,1,0
547,556,295,186,0,4,0,3,0
546,557,296,188,0,4,0,4,0
548,557,296,189,0,7,0,2,0
549,558,297,189,0,7,0,3,0
552,558,300,191,0,7,0,2,0
553,559,299,193,0,6,0,3,0
553,560,302,193,0,7,0,4,0
552,560,304,193,0,7,1,2,0
555,561,303,192,0,7,0,3,0
555,560,307,196,0,6,0,2,0
556,561,307,195,0,6,0,3,0
556,563,304,194,0,7,0,4,0
558,563,304,191,0,6,1,4,0
559,564,306,194,0,6,0,4,0
560,563,303,192,0,7,0,2,0
559,566,306,195,0,6,1,4,0
561,566,303,192,0,7,0,4,0
561,565,303,194,0,7,1,2,0
561,564,307,196,0,7,0,1,0
562,566,307,196,0,7,0,2,0
563,566,306,195,0,6,0,2,0
563,568,303,196,0,6,0,2,0
562,556,294,163,0,1,0,3,0
561,553,296,158,0,0,0,4,0
561,555,290,162,0,0,0,5,0
562,560,287,168,0,0,1,5,0
563,555,304,185,0,5,0,0,0
557,566,312,181,0,6,0,0,0
551,558,317,184,0,6,0,0,0
541,549,297,188,0,6,0,0,0
544,552,288,183,0,5,0,0,0
544,550,292,185,0,5,0,0,0
547,553,296,188,0,5,0,0,0
550,556,298,193,0,6,1,0,0
551,557,301,194,0,5,0,0,0
551,557,298,193,0,5,0,1,0
555,559,300,194,0,5,0,2,0
556,559,300,195,0,5,0,2,0
557,561,300,191,0,2,0,2,0
559,563,296,191,0,3,0,1,0
560,565,298,196,0,4,0,0,0
561,565,298,196,0,5,0,2,0
563,565,298,195,0,5,0,2,0
562,567,299,198,0,6,0,0,0
563,567,302,202,0,6,0,0,0
564,569,304,202,0,6,0,0,0
564,567,305,203,0,6,1,0,0
564,566,306,204,0,6,0,0,0
564,566,305,203,0,5,1,0,0
560,554,307,169,0,6,0,0,0
562,556,300,174,0,6,0,0,0
564,560,298,167,0,7,1,2,0
565,562,286,176,0,0,0,5,0
567,565,296,181,0,0,0,4,0
567,567,298,183,0,5,0,4,0
567,567,300,185,0,6,0,1,0
567,566,299,187,0,6,0,2,0
567,566,298,188,0,8,0,1,0
565,566,294,190,0,7,0,0,0
566,564,269,181,0,5,1,2,0
564,565,284,191,0,9,1,1,0
567,568,285,192,0,9,0,3,0
566,567,286,193,0,8,0,2,0
567,568,290,194,0,9,0,0,0
567,566,291,194,0,8,0,0,0
569,566,294,194,0,9,0,0,0
569,568,293,195,0,8,0,1,0
570,570,292,195,0,8,0,0,0
571,569,290,194,0,8,0,4,0
571,570,291,193,0,9,0,5,0
571,569,291,174,0,9,0,4,0
571,572,293,174,0,9,1,4,0
567,572,296,181,0,9,0,0,0
569,573,296,183,0,9,0,0,0
569,572,300,184,0,9,0,0,0
570,572,300,186,0,8,0,0,0
571,571,300,185,0,9,0,0,0
571,572,301,185,0,8,0,0,0
572,574,301,187,0,9,0,0,0
570,576,303,190,0,9,0,0,0
571,575,305,189,0,9,1,1,0
572,574,302,187,0,8,0,0,0
573,575,303,188,0,9,0,0,0
573,576,299,186,0,8,0,0,0
573,576,301,188,0,9,0,2,0
572,576,304,192,0,10,2,0,0
573,576,306,192,0,9,0,0,0
574,578,304,191,0,9,0,0,0
575,574,300,185,0,6,0,4,0
572,577,241,172,0,5,0,2,0
577,573,246,171,0,5,0,3,0
571,562,261,187,0,6,0,0,0
563,561,261,185,0,9,0,0,0
568,567,262,188,0,9,0,1,0
573,571,265,188,0,6,0,3,0
571,572,268,187,0,7,0,4,0
550,576,269,192,0,10,0,0,0
548,567,263,188,0,11,0,1,0
554,563,236,167,0,11,1,0,0
559,566,244,172,0,11,0,0,0
564,568,236,163,0,9,0,2,0
562,571,251,177,0,10,0,0,0
563,570,255,178,0,11,0,0,0
565,571,259,179,0,11,0,0,0
569,573,259,177,0,8,3,3,0
571,573,260,180,0,10,0,3,0
572,574,261,180,0,10,0,2,0
572,573,252,178,0,9,0,1,0
565,576,247,181,0,9,0,0,0
559,562,239,170,0,11,1,0,0
560,563,248,175,0,12,1,0,0
565,569,249,176,0,11,0,4,0
563,570,254,168,0,10,0,4,0
563,570,253,174,0,11,0,3,0
564,572,255,175,0,9,0,3,0
564,572,256,177,0,10,0,3,0
565,572,262,180,0,11,0,3,0
564,574,261,179,0,11,0,4,0
565,574,262,180,0,11,0,3,0
566,574,263,181,0,11,0,3,0
567,575,264,181,0,11,0,3,0
567,575,265,183,0,11,0,3,0
567,575,266,182,0,11,0,1,0
567,577,267,185,0,10,0,2,0
568,573,266,185,0,10,0,3,0
569,575,267,185,0,11,0,3,0
569,574,268,186,0,11,0,4,0
569,574,265,185,0,10,0,2,0
570,570,270,187,0,11,0,1,0
570,570,267,187,0,11,0,3,0
571,571,270,170,0,11,0,2,0
571,573,271,183,0,12,0,1,0
571,572,274,184,0,12,0,2,0
571,573,273,185,0,11,0,1,0
568,573,274,188,0,11,0,3,0
569,573,277,189,0,12,0,2,0
569,574,276,190,0,11,0,3,0
569,574,278,191,0,11,0,2,0
569,575,280,192,0,11,0,2,0
569,573,278,192,0,11,0,2,0
569,573,276,191,0,11,0,2,0
570,573,280,193,0,11,0,2,0
571,572,281,194,0,12,0,2,0
570,574,281,195,0,12,0,2,0
572,573,282,195,0,12,0,1,0
571,573,283,195,0,12,0,1,0
570,571,281,196,0,14,0,0,0
570,568,284,195,2,15,0,0,0
573,570,284,197,1,13,1,0,0
578,576,277,194,0,14,0,0,0
582,573,282,203,0,16,0,0,0
583,571,289,205,2,13,0,0,0
550,559,311,197,11,31,0,0,0
549,603,265,203,0,0,0,0,1
554,610,275,208,0,0,0,0,1
558,610,280,204,0,4,0,0,1
560,602,278,191,0,9,0,0,1
565,610,294,207,0,8,0,0,1
565,607,295,208,0,6,0,0,1
562,584,279,180,0,11,0,0,1
568,557,285,185,0,13,0,0,1
597,587,199,150,0,1,0,0,1
601,591,219,164,0,1,0,1,1
605,582,222,170,0,0,0,0,1
593,583,212,174,0,4,0,0,1
576,589,209,173,0,9,0,0,1
571,585,208,172,0,9,0,0,1
593,568,224,175,0,7,0,0,1
597,570,241,180,0,8,0,0,1
595,577,243,183,0,9,0,0,1
593,579,249,186,0,9,0,0,1
592,581,252,190,0,10,0,0,1
595,582,252,188,0,11,0,0,1
587,585,251,189,0,10,0,0,1
585,587,247,190,0,10,1,1,1
587,586,242,191,0,10,0,0,1
579,588,236,192,0,11,0,0,1
583,587,241,194,0,12,0,0,1
584,588,244,193,0,11,0,0,1
585,589,248,195,0,12,0,0,1
586,590,248,193,0,10,0,0,1
587,590,237,193,0,11,0,0,1
589,592,244,193,0,11,0,0,1
588,593,247,193,0,11,0,0,1
588,591,250,194,0,11,0,0,1
589,593,252,193,0,10,0,0,1
589,592,252,193,0,10,0,0,1
590,601,235,190,0,11,0,0,1
592,597,242,192,0,10,0,0,1
590,634,255,174,0,0,0,0,1
0,652,237,186,0,10,0,0,1
0,658,245,196,0,11,0,0,1
0,667,203,207,0,10,0,0,1
0,669,246,172,0,11,0,0,1
549,660,251,175,0,10,0,0,1
552,605,239,179,0,6,1,0,1
548,591,256,182,0,10,0,0,1
545,599,255,187,0,10,0,0,1
547,601,260,188,0,10,0,0,1
549,603,260,189,0,11,0,0,1
517,606,262,193,0,10,0,0,1
553,608,265,193,0,10,0,0,1
551,609,266,193,0,11,0,0,1
564,608,259,182,0,10,0,0,1
563,609,263,187,0,11,0,1,1
556,612,266,191,0,10,0,0,1
547,618,251,194,0,11,0,0,1
553,612,249,172,0,11,0,0,1
573,613,251,179,0,10,0,0,1
570,610,257,184,0,10,0,0,1
559,611,261,188,0,11,0,0,1
540,613,263,190,0,11,0,0,1
548,615,262,190,0,10,0,0,1
549,616,266,191,0,12,0,0,1
531,617,267,193,0,11,0,0,1
552,616,268,194,0,10,0,0,1
554,617,268,193,0,10,0,0,1
554,617,270,195,0,10,0,0,1
564,618,270,195,0,11,0,0,1
579,619,271,192,0,11,0,0,1
579,620,272,195,0,11,0,0,1
580,621,273,196,0,10,0,0,1
581,622,272,196,0,10,0,0,1
581,623,268,191,0,11,0,1,1
580,619,266,190,0,11,0,0,1
580,623,268,192,0,11,0,0,1
582,625,270,195,0,10,0,0,1
583,627,271,194,0,11,0,0,1
584,624,272,197,0,10,0,0,1
585,622,273,197,0,11,0,0,1
583,628,272,188,0,11,0,0,1
588,628,242,196,0,10,0,0,1
583,634,248,201,0,11,0,0,1
588,627,249,205,0,11,0,0,1
588,630,251,205,0,11,0,0,1
591,630,258,208,0,10,0,0,1
592,630,260,206,0,11,1,0,1
595,633,259,199,0,10,0,0,1
593,627,259,206,0,11,0,0,1
582,632,260,202,0,11,0,0,1
591,631,262,206,0,10,0,0,1
589,617,241,209,0,11,0,0,1
593,618,246,208,0,11,0,0,1
596,603,249,207,0,11,0,0,1
577,619,250,205,0,11,0,0,1
584,608,253,206,0,11,0,0,1
585,608,258,208,0,11,0,0,1
585,607,260,208,0,12,1,1,1
584,608,261,208,0,11,0,0,1
584,608,262,208,0,11,0,0,1
583,606,264,208,0,11,0,0,1
584,608,265,208,0,11,0,0,1
584,607,266,209,0,12,0,0,1
589,608,264,208,0,11,0,0,1
589,608,265,210,0,10,0,0,1
587,609,265,210,0,12,0,0,1
587,610,267,210,0,11,1,0,1
587,610,267,210,0,11,0,0,1
588,610,269,210,0,11,0,0,1
585,608,268,211,0,11,0,0,1
585,610,266,207,0,11,0,0,1
586,611,266,210,0,11,0,0,1
587,611,268,210,0,11,0,0,1
589,612,268,210,0,11,0,0,1
589,612,271,211,0,11,0,0,1
594,627,220,202,0,11,0,0,1
601,615,229,205,0,11,0,0,1
603,623,244,205,0,12,0,0,1
606,603,244,207,0,11,0,0,1
610,579,241,201,0,11,1,0,1
605,594,231,173,0,2,0,0,1
610,602,246,185,0,7,0,0,1
609,601,250,188,0,8,0,0,1
610,603,253,188,0,9,0,0,1
611,601,253,191,0,8,0,0,1
612,601,254,191,0,9,0,0,1
613,600,258,193,0,9,0,0,1
613,601,259,193,0,9,1,0,1
613,600,260,192,0,8,0,0,1
614,601,259,192,0,10,0,0,1
613,601,263,193,0,11,0,0,1
614,600,262,193,0,10,1,0,1
614,601,265,192,0,8,0,1,1
614,601,264,194,0,10,0,0,1
614,600,267,195,0,9,0,0,1
610,597,266,194,0,9,0,0,1
571,594,262,195,0,10,0,0,1
567,594,265,196,0,10,0,0,1
569,595,266,197,0,10,0,0,1
575,597,267,197,0,10,0,0,1
562,597,268,197,0,10,0,0,1
490,598,269,198,0,10,0,0,1
493,597,270,197,0,10,0,0,1
488,597,270,198,0,11,0,0,1
503,598,270,199,0,10,0,0,1
518,607,263,193,0,11,0,0,1
596,616,261,182,0,11,1,0,1
593,627,238,189,0,28,1,0,1
600,616,249,201,0,23,0,0,1
606,604,255,204,0,28,0,0,1
612,606,265,206,0,25,0,0,1
616,615,263,200,0,28,0,0,1
608,635,264,182,0,32,0,0,2
503,646,235,192,0,51,0,0,2
277,704,187,238,0,54,0,0,2
411,557,281,172,0,0,0,0,2
471,569,220,124,0,0,0,0,2
454,565,273,123,0,0,0,0,2
462,571,304,140,3,0,0,0,2
452,554,286,153,0,0,2,0,2
475,537,304,143,0,0,0,0,2
488,548,309,151,0,0,0,0,2
491,552,312,155,0,0,0,0,2
499,559,311,158,0,0,0,0,2
496,562,308,162,0,0,0,0,2
503,565,309,163,0,0,0,0,2
505,565,315,164,0,0,0,0,2
505,565,313,165,0,0,0,0,2
508,566,314,166,0,0,0,0,2
510,568,318,167,0,0,0,0,2
512,569,315,167,0,0,0,0,2
510,570,313,168,0,0,0,0,2
512,571,317,169,0,0,0,0,2
514,572,319,169,0,0,0,0,2
490,575,307,167,0,0,0,0,2
487,570,310,168,0,0,0,1,2
498,571,313,169,0,0,0,0,2
500,572,314,169,0,0,0,0,2
501,572,312,171,0,0,0,0,2
504,574,311,172,0,0,0,0,2
507,575,309,174,0,0,0,0,2
510,574,311,174,0,0,0,0,2
509,573,314,175,0,0,0,1,2
510,575,312,176,0,0,0,0,2
511,575,315,177,0,0,0,0,2
511,576,316,177,0,0,0,0,2
512,576,315,177,0,0,0,0,2
513,576,317,177,0,0,1,0,2
514,576,315,179,0,0,0,0,2
514,577,316,179,0,0,0,0,2
515,578,317,179,0,0,0,0,2
515,578,316,180,0,0,1,0,2
515,578,317,179,0,0,0,0,2
466,564,294,186,0,7,0,0,2
489,570,292,177,0,1,1,0,2
495,571,311,182,0,0,0,0,2
498,571,306,183,0,0,0,0,2
498,572,309,185,0,0,0,0,2
502,574,310,184,0,0,0,0,2
505,575,312,185,0,0,0,0,2
506,576,312,186,0,0,0,0,2
507,577,313,186,0,0,0,0,2
509,577,314,186,0,1,0,0,2
510,578,314,186,0,1,0,0,2
514,578,317,186,0,1,0,0,2
511,578,315,188,0,0,0,0,2
513,579,315,187,0,0,0,0,2
515,579,316,188,0,1,0,0,2
515,580,316,188,0,1,0,0,2
516,580,317,188,0,0,0,0,2
516,580,319,189,0,1,0,0,2
514,581,316,189,0,0,0,0,2
514,580,316,189,0,1,0,0,2
515,582,313,189,0,0,1,0,2
517,582,313,190,0,1,1,0,2
512,583,317,191,0,0,0,0,2
513,583,317,191,0,0,0,0,2
514,583,316,191,0,0,0,0,2
516,583,320,190,0,0,0,0,2
517,585,317,188,0,0,0,0,2
517,584,318,191,0,0,0,0,2
518,584,321,192,0,0,0,0,2
517,584,318,192,0,0,0,0,2
519,584,319,192,0,0,1,0,2
519,585,320,192,0,0,0,0,2
519,586,319,193,0,1,0,0,2
519,585,322,193,0,0,0,0,2
520,585,320,192,0,0,0,0,2
519,587,319,193,0,0,0,0,2
510,587,311,194,0,1,0,0,2
515,588,313,193,0,1,0,0,2
516,588,315,194,0,0,0,0,2
517,588,313,193,0,0,0,0,2
517,588,312,194,0,1,0,0,2
519,589,314,194,0,0,0,0,2
517,588,313,195,0,0,0,0,2
520,588,316,195,0,1,0,0,2
519,588,315,194,0,1,0,0,2
504,589,294,185,0,1,0,0,2
494,586,309,191,0,0,0,0,2
501,589,305,192,0,0,0,0,2
497,592,291,186,0,0,0,0,2
493,588,284,188,0,0,0,0,2
498,584,285,187,0,0,0,0,2
500,587,293,194,0,0,0,0,2
490,589,292,195,0,0,0,0,2
504,587,297,196,0,0,0,0,2
508,585,297,193,0,1,0,0,2
510,588,300,195,0,0,0,0,2
510,589,288,197,0,0,0,0,2
506,590,288,198,0,0,0,1,2
509,590,293,198,0,0,0,0,2
502,587,287,199,0,0,0,0,2
507,589,293,199,0,0,0,0,2
508,589,295,200,0,0,0,0,2
512,588,296,197,0,0,0,0,2
512,588,298,195,0,0,0,0,2
513,588,301,196,0,0,0,0,2
515,589,303,195,0,0,1,0,2
515,591,300,199,0,0,0,0,2
518,588,303,196,0,0,0,0,2
517,589,305,197,0,0,0,0,2
518,589,303,198,0,0,0,0,2
521,590,304,194,0,0,0,0,2
520,589,301,198,0,0,0,0,2
520,589,305,198,0,0,0,0,2
522,589,306,197,0,0,0,0,2
521,590,307,198,0,0,0,0,2
520,590,308,199,0,0,0,0,2
522,591,307,198,0,0,0,0,2
522,590,307,199,0,0,0,0,2
524,591,308,199,0,0,0,0,2
523,590,308,199,0,0,0,0,2
523,591,307,200,0,0,2,0,2
524,592,308,199,0,0,0,0,2
524,592,309,200,0,0,0,0,2
523,593,307,200,0,0,0,0,2
523,592,307,200,0,0,0,0,2
524,593,308,200,0,0,0,0,2
524,593,308,200,0,0,0,0,2
511,595,273,197,0,0,1,0,2
508,595,297,200,0,0,0,0,2
490,584,294,183,0,1,0,0,2
515,590,297,178,0,0,0,0,2
499,570,295,178,0,0,0,0,2
491,575,300,183,0,0,0,0,2
496,577,305,185,0,1,0,1,2
502,579,309,184,0,0,0,0,2
504,584,307,185,0,0,0,0,2
496,582,299,184,0,2,0,0,2
507,570,305,173,0,0,0,0,2
504,564,279,169,0,0,0,0,2
510,573,278,176,0,0,0,0,2
512,574,281,179,0,0,0,0,2
513,575,285,180,0,0,0,0,2
513,577,272,183,0,0,0,0,2
511,577,280,184,0,0,0,0,2
503,578,275,183,0,0,0,0,2
514,583,284,186,0,0,0,0,2
517,583,292,187,0,0,0,0,2
521,580,294,187,0,0,0,0,2
521,582,293,188,0,0,0,0,2
521,583,294,188,0,0,0,0,2
487,588,239,207,9,27,0,0,2
557,653,138,123,0,0,0,4,2
566,594,193,153,31,30,0,0,2
547,637,101,80,0,0,1,5,2
529,570,175,159,0,3,0,0,2
416,476,211,186,0,7,0,0,2
614,597,37,34,0,0,2,0,2
632,621,61,42,0,0,0,0,2
625,632,30,24,0,0,0,0,2
640,604,0,0,0,0,26,6,2
1,670,0,0,0,0,0,4,3
0,674,0,0,0,0,0,10,3
0,685,0,0,0,0,1,6,3
0,695,0,0,0,0,0,5,3
0,676,0,0,0,0,0,5,3
0,682,0,0,0,0,0,7,3
0,684,0,0,0,0,0,5,3
0,685,0,0,0,0,0,5,3
0,687,0,0,0,0,0,5,3
1,691,0,0,0,0,0,2,3
0,707,0,0,0,0,0,0,3
548,0,0,0,0,0,0,0,3
0,653,44,9,0,0,0,6,3
0,582,0,0,0,0,1,86,3
0,577,0,0,0,0,3,65,3
696,668,0,0,0,0,0,32,3
0,664,0,0,0,0,2,53,3
404,271,0,0,0,1,0,0,3
0,628,0,6,0,0,0,26,3
0,636,0,1,0,0,0,87,3
0,645,0,0,0,0,0,46,3
0,623,0,0,0,0,2,83,3
0,658,0,0,0,0,0,59,3
0,527,0,0,0,0,0,15,3
0,604,0,0,0,0,1,17,3
0,610,0,0,0,0,0,10,3
0,586,0,0,0,0,0,7,3
0,614,0,0,0,0,0,8,3
0,619,0,0,0,0,0,6,3
0,621,0,0,0,0,0,9,3
0,653,0,0,0,0,0,14,3
0,728,0,0,0,0,0,7,3
0,805,0,0,0,0,5,0,3
1,814,0,0,0,0,0,0,3
0,798,0,0,0,0,0,0,3
0,828,0,0,0,0,2,0,3
188,824,0,0,0,0,0,0,3
768,823,0,0,0,0,0,0,3
646,820,0,0,0,0,0,0,3
409,818,0,0,0,0,1,0,3
854,820,0,0,0,0,0,0,3
334,817,0,0,0,0,0,0,3
344,822,0,0,0,0,0,1,3
349,820,0,0,0,0,0,0,3
560,769,0,0,0,0,0,0,3
688,665,0,0,0,0,0,7,3
689,673,0,0,0,0,0,2,3
696,674,0,0,0,0,0,4,3
0,639,0,0,0,0,0,2,3
681,640,0,0,0,0,0,14,3
691,641,0,0,0,0,0,16,3
690,651,0,0,0,0,0,19,3
695,655,0,0,0,0,0,13,3
696,657,0,0,0,0,0,14,3
700,659,0,0,0,0,0,9,3
704,661,0,0,0,0,0,6,3
705,662,0,0,0,0,0,10,3
706,664,0,0,0,0,0,6,3
703,664,0,0,0,0,1,7,3
704,665,0,0,0,0,0,7,3
706,667,0,0,0,0,0,7,3
704,666,0,0,0,0,1,6,3
706,667,0,0,0,0,0,7,3
700,664,0,0,0,0,0,7,3
695,670,0,0,0,0,0,7,3
694,675,0,0,0,0,0,7,3
696,676,0,0,0,0,0,8,3
698,677,0,0,0,0,0,7,3
700,678,0,0,0,0,0,7,3
701,679,0,0,0,0,0,9,3
702,677,0,0,0,0,0,7,3
703,679,0,0,0,0,0,6,3
703,679,0,0,0,0,0,8,3
705,679,0,0,0,0,1,6,3
705,680,0,0,0,0,0,7,3
705,680,0,0,0,0,0,8,3
707,680,0,0,0,0,0,8,3
707,680,0,0,0,0,0,8,3
708,681,0,0,0,0,0,8,3
708,681,0,0,0,0,0,8,3
0,680,0,0,0,0,0,7,3
0,681,0,0,0,0,0,8,3
0,682,0,0,0,0,0,8,3
3,680,0,0,0,0,0,9,3
693,681,0,0,0,0,0,8,3
691,683,0,0,0,0,0,7,3
693,684,0,0,0,0,0,8,3
635,683,0,0,0,0,0,7,3
688,684,0,0,0,0,0,9,3
682,684,0,0,0,0,1,8,3
700,684,0,0,0,0,0,8,3
700,686,0,0,0,0,0,8,3
0,686,0,0,0,0,0,9,3
0,686,0,0,0,0,0,6,3
0,637,0,0,0,0,0,6,3
694,680,0,0,0,0,0,6,3
694,677,0,0,0,0,0,9,3
690,684,0,0,0,0,0,8,3
678,685,0,0,0,0,0,9,3
683,688,0,0,0,0,0,9,3
686,688,0,0,0,0,0,8,3
686,688,0,0,0,0,0,8,3
688,688,0,0,0,0,0,11,3
689,689,0,0,0,0,0,9,3
688,690,0,0,0,0,0,10,3
687,690,0,0,0,0,1,10,3
1,691,0,0,0,0,0,11,3
681,691,0,0,0,0,0,10,3
682,691,0,0,0,0,0,11,3
690,688,0,0,0,0,0,9,3
687,692,0,0,0,0,0,10,3
660,691,0,0,0,0,0,7,3
652,690,0,0,0,0,0,9,3
683,687,0,0,0,0,0,8,3
0,684,0,0,0,0,0,8,3
0,683,0,0,0,0,0,8,3
2,683,0,0,0,0,0,8,3
0,683,0,0,0,0,1,8,3
0,681,0,0,0,0,0,8,3
0,681,0,0,0,0,0,8,3
0,681,0,0,0,0,0,8,3
0,682,0,0,0,0,0,8,3
1,682,0,0,0,0,0,8,3
0,683,0,0,0,0,0,8,3
0,684,0,0,0,0,0,9,3
0,684,0,0,0,0,0,9,3
